-130.000000 53.106654
-130.000000 53.194390
-130.000000 53.215264
-130.000000 53.456295
-130.000000 53.456621
-130.000000 53.466080
-129.999459 53.205153
-129.999459 53.456295
-129.999459 53.459230
-129.998918 53.194064
-129.998918 53.201566
-129.998918 53.202544
-129.998918 53.212329
-129.998918 53.491194
-129.998918 53.494781
-129.998378 53.198956
-129.998378 53.199609
-129.998378 53.200587
-129.998378 53.456621
-129.998378 53.457273
-129.998378 53.465101
-129.997837 53.102087
-129.997837 53.106980
-129.997837 53.107306
-129.997837 53.193738
-129.997837 53.194716
-129.997837 53.198956
-129.997837 53.457926
-129.997837 53.487280
-129.997837 53.493151
-129.997837 53.494129
-129.997837 53.494781
-129.997296 53.160470
-129.997296 53.193085
-129.997296 53.203523
-129.997296 53.206784
-129.997296 53.209720
-129.997296 53.211676
-129.997296 53.215590
-129.997296 53.454990
-129.997296 53.457926
-129.997296 53.463796
-129.997296 53.489563
-129.997296 53.489889
-129.997296 53.493803
-129.996755 53.101109
-129.996755 53.204827
-129.996755 53.205806
-129.996755 53.210046
-129.996755 53.456621
-129.996755 53.460861
-129.996755 53.487280
-129.996214 53.103066
-129.996214 53.193738
-129.996214 53.458904
-129.996214 53.489237
-129.995673 53.197652
-129.995673 53.200587
-129.995673 53.201566
-129.995673 53.456621
-129.995673 53.456947
-129.995673 53.457926
-129.995673 53.473907
-129.995133 53.078278
-129.995133 53.079583
-129.995133 53.208089
-129.995133 53.209067
-129.995133 53.455643
-129.995133 53.457926
-129.995133 53.458904
-129.995133 53.462492
-129.995133 53.462818
-129.995133 53.465753
-129.995133 53.473907
-129.995133 53.488258
-129.995133 53.489889
-129.995133 53.491194
-129.994592 53.200261
-129.994592 53.206458
-129.994592 53.208089
-129.994592 53.209720
-129.994051 53.196999
-129.994051 53.199935
-129.994051 53.204175
-129.994051 53.205479
-129.994051 53.454664
-129.994051 53.458578
-129.994051 53.464123
-129.994051 53.471624
-129.994051 53.489237
-129.994051 53.492172
-129.993510 53.203849
-129.993510 53.454012
-129.993510 53.457599
-129.993510 53.463144
-129.993510 53.471624
-129.993510 53.472277
-129.993510 53.472929
-129.992969 53.205153
-129.992969 53.459883
-129.992969 53.462492
-129.992969 53.471950
-129.992428 53.197326
-129.992428 53.200261
-129.992428 53.454012
-129.992428 53.454990
-129.991888 53.077626
-129.991888 53.079583
-129.991888 53.198304
-129.991888 53.200913
-129.991888 53.205806
-129.991888 53.454338
-129.991888 53.490868
-129.991888 53.491520
-129.991347 53.078604
-129.991347 53.079256
-129.991347 53.195042
-129.991347 53.199935
-129.991347 53.204827
-129.991347 53.483692
-129.990806 53.196999
-129.990806 53.202870
-129.990806 53.468363
-129.990806 53.474886
-129.990806 53.479778
-129.990806 53.491520
-129.990265 53.173516
-129.990265 53.173842
-129.990265 53.194064
-129.990265 53.197326
-129.990265 53.205479
-129.990265 53.476190
-129.990265 53.476517
-129.990265 53.479126
-129.989724 53.079583
-129.989724 53.172864
-129.989724 53.175473
-129.989724 53.188845
-129.989724 53.194064
-129.989724 53.452381
-129.989724 53.454664
-129.989724 53.467384
-129.989724 53.479126
-129.989724 53.481735
-129.989724 53.483692
-129.989724 53.484018
-129.989724 53.488258
-129.989183 53.173842
-129.989183 53.193738
-129.989183 53.203523
-129.989183 53.204827
-129.989183 53.479778
-129.989183 53.487932
-129.989183 53.488584
-129.988643 53.079583
-129.988643 53.173842
-129.988643 53.176125
-129.988643 53.187215
-129.988643 53.195695
-129.988643 53.207436
-129.988643 53.467058
-129.988643 53.476517
-129.988643 53.479126
-129.988102 53.188845
-129.988102 53.195695
-129.988102 53.198304
-129.988102 53.200913
-129.988102 53.203849
-129.988102 53.452707
-129.988102 53.461840
-129.988102 53.467710
-129.988102 53.468689
-129.988102 53.477821
-129.988102 53.478800
-129.987561 53.172864
-129.987561 53.475212
-129.987561 53.476190
-129.987561 53.487280
-129.987020 53.200587
-129.987020 53.474234
-129.987020 53.474886
-129.987020 53.487932
-129.987020 53.488258
-129.986479 53.450750
-129.986479 53.451076
-129.986479 53.477169
-129.986479 53.480104
-129.986479 53.484997
-129.986479 53.485975
-129.986479 53.489889
-129.985938 53.191129
-129.985938 53.194064
-129.985938 53.195042
-129.985938 53.200261
-129.985938 53.449446
-129.985938 53.458578
-129.985938 53.485649
-129.985938 53.489237
-129.985938 53.490541
-129.985938 53.490868
-129.985398 53.187215
-129.985398 53.192433
-129.985398 53.199609
-129.985398 53.200587
-129.985398 53.450424
-129.985398 53.475538
-129.985398 53.486628
-129.984857 53.187215
-129.984857 53.189498
-129.984857 53.191781
-129.984857 53.196999
-129.984857 53.449446
-129.984857 53.480104
-129.984857 53.484671
-129.984857 53.491520
-129.984316 53.478474
-129.984316 53.483366
-129.984316 53.491520
-129.983775 53.192433
-129.983775 53.192759
-129.983775 53.199282
-129.983775 53.475212
-129.983775 53.479778
-129.983775 53.486628
-129.983775 53.489889
-129.983775 53.491194
-129.983234 53.192433
-129.983234 53.199282
-129.983234 53.450098
-129.983234 53.450424
-129.983234 53.478800
-129.983234 53.481409
-129.983234 53.489237
-129.983234 53.491194
-129.983234 53.491846
-129.982693 53.191781
-129.982693 53.192759
-129.982693 53.447162
-129.982693 53.447489
-129.982693 53.477495
-129.982693 53.481083
-129.982693 53.489889
-129.982693 53.490541
-129.982153 53.179713
-129.982153 53.483692
-129.982153 53.493803
-129.981612 53.192107
-129.981612 53.193412
-129.981612 53.447815
-129.981612 53.478800
-129.981612 53.492498
-129.981071 53.181670
-129.981071 53.449119
-129.981071 53.480431
-129.981071 53.490541
-129.980530 53.446510
-129.979989 53.190150
-129.979989 53.452381
-129.979448 53.190150
-129.979448 53.194064
-129.979448 53.445858
-129.979448 53.446184
-129.979448 53.448793
-129.979448 53.449446
-129.979448 53.451402
-129.979448 53.480104
-129.979448 53.485323
-129.979448 53.490868
-129.979448 53.496738
-129.978908 53.189824
-129.978908 53.194064
-129.978908 53.448467
-129.978908 53.450750
-129.978908 53.481083
-129.978908 53.491846
-129.978367 53.181018
-129.978367 53.192107
-129.978367 53.438682
-129.978367 53.443249
-129.978367 53.456947
-129.978367 53.463470
-129.978367 53.479126
-129.978367 53.481735
-129.978367 53.484018
-129.978367 53.490215
-129.977826 53.093607
-129.977826 53.179713
-129.977826 53.191455
-129.977826 53.192433
-129.977826 53.437704
-129.977826 53.460209
-129.977826 53.462492
-129.977826 53.495760
-129.977826 53.498695
-129.977285 53.191129
-129.977285 53.191455
-129.977285 53.192433
-129.977285 53.440965
-129.977285 53.471624
-129.977285 53.473907
-129.977285 53.483692
-129.976744 53.178735
-129.976744 53.183301
-129.976744 53.186236
-129.976744 53.193738
-129.976744 53.440965
-129.976744 53.483366
-129.976203 53.094912
-129.976203 53.185584
-129.976203 53.191129
-129.976203 53.191455
-129.976203 53.191781
-129.976203 53.192107
-129.976203 53.194064
-129.976203 53.442922
-129.976203 53.445858
-129.976203 53.459230
-129.976203 53.459556
-129.976203 53.462492
-129.976203 53.462818
-129.976203 53.472603
-129.976203 53.473907
-129.976203 53.474234
-129.976203 53.474560
-129.976203 53.478800
-129.976203 53.481083
-129.976203 53.483366
-129.976203 53.495108
-129.976203 53.498695
-129.975663 53.095564
-129.975663 53.178735
-129.975663 53.183301
-129.975663 53.185910
-129.975663 53.187541
-129.975663 53.189172
-129.975663 53.189498
-129.975663 53.442596
-129.975663 53.445205
-129.975663 53.472929
-129.975663 53.482714
-129.975663 53.483040
-129.975663 53.491846
-129.975122 53.094912
-129.975122 53.095564
-129.975122 53.178408
-129.975122 53.179387
-129.975122 53.184932
-129.975122 53.189824
-129.975122 53.446510
-129.975122 53.455969
-129.975122 53.457599
-129.975122 53.458252
-129.975122 53.462492
-129.975122 53.472929
-129.975122 53.477495
-129.975122 53.478474
-129.974581 53.179713
-129.974581 53.184279
-129.974581 53.188193
-129.974581 53.193412
-129.974581 53.462166
-129.974581 53.480757
-129.974581 53.483366
-129.974581 53.489889
-129.974581 53.497065
-129.974581 53.497717
-129.974040 53.176778
-129.974040 53.182648
-129.974040 53.186236
-129.974040 53.499022
-129.973499 53.171559
-129.973499 53.181018
-129.973499 53.181344
-129.973499 53.184605
-129.973499 53.477821
-129.973499 53.495760
-129.972958 53.179713
-129.972958 53.475538
-129.972958 53.497391
-129.972958 53.499674
-129.972418 53.171559
-129.972418 53.181344
-129.972418 53.188193
-129.972418 53.435095
-129.972418 53.435747
-129.972418 53.442596
-129.972418 53.476843
-129.972418 53.477495
-129.972418 53.498043
-129.971877 53.182322
-129.971877 53.190150
-129.971877 53.469015
-129.971877 53.473581
-129.971336 53.174821
-129.971336 53.176451
-129.971336 53.178082
-129.971336 53.441618
-129.971336 53.459556
-129.971336 53.470646
-129.971336 53.496086
-129.970795 53.181018
-129.970795 53.181670
-129.970795 53.190802
-129.970795 53.471950
-129.970795 53.499348
-129.970254 53.174821
-129.970254 53.176451
-129.970254 53.183301
-129.970254 53.186562
-129.970254 53.437378
-129.970254 53.477169
-129.969713 53.177104
-129.969713 53.186562
-129.969713 53.467710
-129.969713 53.471298
-129.969713 53.472277
-129.969173 53.173190
-129.969173 53.180039
-129.969173 53.184932
-129.969173 53.433138
-129.969173 53.469993
-129.969173 53.471624
-129.969173 53.474886
-129.968632 53.170581
-129.968632 53.173190
-129.968632 53.177430
-129.968632 53.181670
-129.968632 53.185258
-129.968632 53.186888
-129.968632 53.469667
-129.968632 53.499674
-129.968632 53.500000
-129.968091 53.170907
-129.968091 53.437052
-129.968091 53.438356
-129.968091 53.442596
-129.968091 53.467710
-129.967550 53.171885
-129.967550 53.178408
-129.967550 53.183953
-129.967550 53.440313
-129.967550 53.442270
-129.967550 53.473255
-129.967009 53.172211
-129.967009 53.173190
-129.967009 53.173842
-129.967009 53.175473
-129.967009 53.183953
-129.967009 53.441618
-129.967009 53.476190
-129.967009 53.498043
-129.967009 53.499674
-129.966468 53.186562
-129.966468 53.438682
-129.966468 53.469993
-129.966468 53.500000
-129.965928 53.169602
-129.965928 53.433138
-129.965928 53.438030
-129.965928 53.442596
-129.965928 53.471624
-129.965928 53.474234
-129.965387 53.168950
-129.965387 53.180691
-129.965387 53.181018
-129.965387 53.181344
-129.965387 53.458904
-129.964846 53.166667
-129.964846 53.174168
-129.964846 53.181018
-129.964846 53.181344
-129.964846 53.432811
-129.964846 53.439008
-129.964846 53.439335
-129.964305 53.175799
-129.964305 53.439661
-129.964305 53.466732
-129.964305 53.475538
-129.963764 53.173190
-129.963764 53.175473
-129.963764 53.434116
-129.963764 53.439987
-129.963764 53.465753
-129.963764 53.470646
-129.963223 53.166667
-129.963223 53.434768
-129.963223 53.438682
-129.963223 53.460535
-129.963223 53.466406
-129.963223 53.475538
-129.962683 53.168297
-129.962683 53.173190
-129.962683 53.175799
-129.962683 53.460861
-129.962683 53.467058
-129.962683 53.470320
-129.962683 53.471624
-129.962683 53.474560
-129.962683 53.475864
-129.962142 53.166993
-129.962142 53.170254
-129.962142 53.438682
-129.962142 53.458578
-129.962142 53.464449
-129.962142 53.467710
-129.961601 53.174821
-129.961601 53.465427
-129.961601 53.470972
-129.961060 53.164710
-129.961060 53.166014
-129.961060 53.432811
-129.961060 53.464775
-129.961060 53.469341
-129.960519 53.165036
-129.960519 53.168950
-129.960519 53.461840
-129.960519 53.469015
-129.960519 53.469667
-129.960519 53.470320
-129.959978 53.160796
-129.959978 53.163405
-129.959978 53.168624
-129.959978 53.451729
-129.959978 53.462818
-129.959978 53.473255
-129.959438 53.166014
-129.959438 53.431507
-129.959438 53.433138
-129.959438 53.450750
-129.959438 53.466406
-129.959438 53.469993
-129.959438 53.473255
-129.958897 53.161122
-129.958897 53.429876
-129.958897 53.469667
-129.958897 53.497717
-129.958356 53.431181
-129.958356 53.433790
-129.958356 53.465101
-129.958356 53.466406
-129.958356 53.467384
-129.958356 53.468363
-129.958356 53.469993
-129.958356 53.471624
-129.958356 53.471950
-129.957815 53.162427
-129.957815 53.163405
-129.957815 53.462818
-129.957815 53.467710
-129.957815 53.474234
-129.957815 53.499022
-129.957274 53.161448
-129.957274 53.164057
-129.957274 53.168950
-129.956733 53.157208
-129.956733 53.159491
-129.956733 53.160796
-129.956733 53.162100
-129.956733 53.165688
-129.956733 53.168297
-129.956733 53.430855
-129.956733 53.443249
-129.956733 53.445858
-129.956733 53.446510
-129.956733 53.446836
-129.956733 53.469341
-129.956733 53.473907
-129.956193 53.157208
-129.956193 53.163079
-129.956193 53.443901
-129.956193 53.447815
-129.956193 53.470646
-129.955652 53.159817
-129.955652 53.168297
